Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
Karaurus 3D print,RickStikkelorum,"['The oldest known amphibian from the fossil record. Karaurus lived during the jurassic period.', 'Size: 17 centimeters. ', 'Files:\n - 1 obj\n - 170 mm stl\n - 200 mm stl\n - 170 mm stl (with a shorter tail)', 'Recommended 3D print technique:\nSLA']",1,n/a,431,14,$5 ,https://sketchfab.com/3d-models/karaurus-3d-print-fb3901605d154523914df0bcdf5b4aac
Callibrachion Gaudryi,Geoffrey Marchal,"['Callibrachion Gaudryi, Autin (France). Museum of Natural Sciences, Brussels, Belgium. Made out 190 pictures with Capturing Reality.', 'Callibrachion is an extinct genus of caseasaur. It was at least 1.5 metres (5 ft) in length. It lived during the Early Permian. It was originally described in 1893 on a basis of a specimen Early Permian deposits in northeastern France. It was later considered a synonym of Haptodus by several authors, but subsequent examination has found it be a caseid rather a sphenacodont. This was confirmed by cladistic analysis, which recovered Callibrachion as a basal caseid.', 'For more updates, please consider to follow me on Twitter at @GeoffreyMarchal. (https://twitter.com/GeoffreyMarchal)']",1,n/a,916,32,$3.99 ,https://sketchfab.com/3d-models/callibrachion-gaudryi-9155f87202644d549358de71506a169d
Corythosaurus casuarius,Olof Moleman,"['Detailed digital sculpture of the skull of the lambeosaurine hadrosaur Corythosaurus casuarius. ', 'Based mainly on the holotype.']",1,n/a,1846,34,$24 ,https://sketchfab.com/3d-models/corythosaurus-casuarius-8147714eca384feb8f3b33068ff362e8
Olorotitan arharensis Skull,Olof Moleman,"['Reconstructed skull sculpture of an Olorotitan arharensis. Olorotitan is a lambeosaurine hadrosaur from the Late Cretaceous of the Udurchukan Formation in far eastern Russia.', 'Реконструированная скульптура черепа Olorotitan arharensis. Олоротитан — ламбеозавриновый гадрозавр из позднемелового периода удурчуканской свиты на Дальнем Востоке России.']",1,n/a,1354,32,$25 ,https://sketchfab.com/3d-models/olorotitan-arharensis-skull-242b7d607cf04f72b28062dabefa4ddc
Gastropod Shells,Natural History Museum Vienna,"['First islands of what would later form the Alps started to emerge during the Late Cretaceous – some 80 million years ago – from the Tethys Ocean. Swamp forests and salt marshes formed on these islands in which small dinosaurs, such as Struthiosaurus austriacus, roamed. Many gastropods lived in these swamps that where preserved, and formed into these fossils. ', 'This rock is now on display in the newly designed Hall 6 of the NHM Vienna.', 'Specimen:  Shells of the gastropod Trochactaeon giganteus', 'Collection: Natural History Museum Vienna, Geology & Paleontology Dept. (curator: Mathias Harzhauser)', 'Origin: Gosau, Austria', 'Find out more about the NHMW here.', 'Scanned and edited by Viola Winkler & Anna Haider (NHMW)', 'Scanner: Artec Leo. Infrastructure funded by the FFG.']",0,49,265,23,n/a,https://sketchfab.com/3d-models/gastropod-shells-9b4c1b99c1304023884a0e2efbd61c27
Cranio de Alossauro,GeoHereditas,"['Réplica de fóssil de cranio de Alossauro, parte do acervo do Museu de Geociências da Universidade de São Paulo.']",0,88,370,11,n/a,https://sketchfab.com/3d-models/cranio-de-alossauro-c18a2289335f4787bfc128294eccff91
Raptor Claw,Yanez Designs,"['Velociraptor, like other dromaeosaurids, had a large manus (‘hand’) with three strongly curved claws, which were similar in construction and flexibility to the wing bones of modern birds. The second digit was the longest of the three digits present, while the first was shortest.', 'Info Link: https://en.wikipedia.org/wiki/Velociraptor', 'I have a Patreon Join now! :https://www.patreon.com/user?u=14434838']",0,1846,2979,51,n/a,https://sketchfab.com/3d-models/raptor-claw-d7de938402094c88a1e2e99beafe4f77
Mollusc fossils in sandstone,tomstevenson,"['A block of sandstone containing numerous cone-shaped shell fossils, which look similar to unicorn horns. They are 60-64 million years old, and therefore date from a time soon after the extinction of the dinosaurs.', 'This model was constructed from photographs of a real specimen from Mitchell’s Rocks, New Zealand, using the program Agisoft Metashape.']",0,7,32,0,n/a,https://sketchfab.com/3d-models/mollusc-fossils-in-sandstone-239be552ce814d7f9e8dad9f9f23a611
Crushed Tyrannosaur Tooth in Matrix,rankinstudio,"['A crushed Tyrannosaur tooth still in matrix from a quarry in Grand Staircase Escalante National Monument. GSENM collections.', '118 photos shot with Sony RX100IV.']",0,36,213,8,n/a,https://sketchfab.com/3d-models/crushed-tyrannosaur-tooth-in-matrix-3bbdbc952ac74eca8b8a660a3b88a574
Mosasaur,AbhinavRaj50,"['Mosasaurus (/ˌmoʊzəˈsɔːrəs/; “lizard of the Meuse River”) is the type genus (defining example) of the mosasaurs, an extinct group of aquatic squamate reptiles. It lived from about 82 to 66 million years ago during the Campanian and Maastrichtian stages of the Late Cretaceous. The earliest fossils of Mosasaurus known to science were found as skulls in a chalk quarry near the Dutch city of Maastricht in the late 18th century, which were initially thought to have been the bones of crocodiles or whales. One particular skull discovered around 1780, and which was seized by France during the French Revolutionary Wars for its scientific value, was famously nicknamed the “great animal of Maastricht”. In 1808, naturalist Georges Cuvier concluded it belonged to a giant marine lizard with similarities to monitor lizards but otherwise unlike any known living animal. This concept was revolutionary at the time and helped support the then-developing ideas of extinction.']",0,112,710,16,n/a,https://sketchfab.com/3d-models/mosasaur-4dbb564bcee942d1a05f4dfdbd8964f5
Large Onchopristis Sawfish Barb,MADD Designs,"['A Photoscanned Onchopristis Barb Fossil.\napproximately 3” long.', 'Wikipedia:\nOnchopristis is an extinct genus of sclerorhynchoid from the Cretaceous of North Africa, Europe, and North America. Its name is derived from the Ancient Greek ónkos (ὄγκος, ‘barb’) and prístis (πρίστις, ‘saw’ or ‘sawfish’).[2] It contains two valid species, O. numida and O. dunklei. Onchopristis first appeared in the Barremian and its latest occurrence dates to the Campanian, making it one of the oldest and longest-lived sclerorhynchoid genera.[11][12] Like other sclerorhynchoids, it had a long rostrum with large denticles similar to sawfishes and sawsharks. This feature was convergently evolved and its closest living relatives are actually skates.[1] Isolated rostral denticles are the most common fossils of Onchopristis, but rostra, chondrocrania, jaws, oral teeth, vertebrae, and dermal denticles have also been found.[1][13]']",0,44,89,6,n/a,https://sketchfab.com/3d-models/large-onchopristis-sawfish-barb-af68b35f4b6e49288732ac84e458675e
"UW44050 - Pachycephalosauridae, Skull",University of Wyoming Libraries,"['Taxonomy: Dinosauria>Ornithischia>Pachycephalosauridae>', 'Pachycephalosauridae is a family of ornithischian dinosaur predominantly from the Late Cretaceous of modern-day North America and Asia. Pachycephalosaurs were bipedal and herbivorous, though some evidence for omnivory has been found in some specimens. Their most dominant trait is the thick, domed part of their skull, which has been interpreted as being used for competition between individuals. Pachycephalosaurs are closely related to ceratopsian dinosaurs, both forming the group Marginocephalia. This specimen shows the thick dome, with the posterior spikes.\xa0', 'Scanned with the David SLS-2']",0,37,169,3,n/a,https://sketchfab.com/3d-models/uw44050-pachycephalosauridae-skull-c86bdcc0448b4bf3927ec766e35793e6
Dinosaur Egg - Huevo Dinosaurio 3D Scan,Lucid Dreams,"['About the content:', 'Textures in  4K (4096x4096 px)', 'About the process:', 'Photogrammetry with Agisoft Phtoscan', 'by Lucid Dreams visuals', 'www.luciddreamsvisuals.com.ar']",1,n/a,131,1,$3.99 ,https://sketchfab.com/3d-models/dinosaur-egg-huevo-dinosaurio-3d-scan-ea86b46900c842f4875e67016aada6db
"UW6504 - Stegosaurus sp., skull, cast",University of Wyoming Libraries,"['Taxonomy: Dinosauria>Ornithischia>Stegosauridae>Stegosaurus sp.', 'Stegosaurus was a genus of ornithischian dinosaur from the Late Jurassic of modern-day western North America as well as in modern-day Portugal. Stegosaurids as a group were multi-ton sized, quadrupedal herbivores that had large bony plates that stood upright on their rounded back, as well as large spikes on their tails (nicknamed “thagomizers”) and, in some groups, on their shoulders and hips. Stegosaurus was found by O. C. Marsh during the Bone Wars of the mid-to-late 19th Century, and has been popularized in various media. This specimen is a skull. ', 'Scanned with the David SLS-2']",0,189,893,20,n/a,https://sketchfab.com/3d-models/uw6504-stegosaurus-sp-skull-cast-54342b77ae714bbaa422fffeca083811
Iguanodon jawbone,NHM_Imaging,"['A partial mandible (jawbone) from Iguanodon hoggi. This is a type specimen, meaning it is one on which the first description of the species was based.', 'Length 14 cm.', 'NHM R2998']",0,146,680,14,n/a,https://sketchfab.com/3d-models/iguanodon-jawbone-f016ad38ebb647988dafd6bbdc1510d0
Tyrannosaur Phalanx from Grand Staircase,rankinstudio,['Part of GSENM collections. Very large Tyrannosuar Phalanx.'],0,52,245,7,n/a,https://sketchfab.com/3d-models/tyrannosaur-phalanx-from-grand-staircase-fa1550ad9a044991ab00b9a4b7f527e1
Sarcosaurus woodii vertebrae,NHM_Imaging,"['Vertebrae of Sarcosaurus woodii. Sarcosaurus is an early-branching meat-eating (theropod) dinosaur from the Early Jurassic of Leicestershire and Warwickshire, UK.', 'NHM PVR 4840']",0,35,211,5,n/a,https://sketchfab.com/3d-models/sarcosaurus-woodii-vertebrae-53cc75fe02824b54aefd891685fd1e87
Dino Poop (coprolite).,phaneritic,['Found by @xeno_lith in the Hell Creek Formation in Montana on a dig w/ Jack Horner many years ago.'],0,6,1089,6,n/a,https://sketchfab.com/3d-models/dino-poop-coprolite-a35160bf4e384dbab449112ea3fe91e0
Cambrian trilobite,haibo,"['Trilobites, an extinct lineage of marine arthropods, flourished in Earth’s oceans long before the dinosaurs, from the Early Cambrian to the end of the Permian period, roughly 521 to 252 million years ago. These prehistoric creatures are recognized by their distinctive three-lobed, three-segmented form, which gives them their name — “tri” for three and “lobite” from the Greek “lobos” meaning lobe.', 'Resembling modern-day insects and crustaceans, trilobites had hard exoskeletons, which they shed as they grew, a process known as molting. This characteristic, along with their diverse and abundant nature, has left a rich fossil record, allowing scientists to piece together their evolution and ecology.']",1,n/a,1044,6,$25 ,https://sketchfab.com/3d-models/cambrian-trilobite-7752a02724ec4169b999e0fc20a22543
STEGOCERAS SKULL,ramon.gonzalez.cabrera,"['Stegoceras is a genus of pachycephalosaurid (dome-headed) dinosaur that lived in what is now North America during the Late Cretaceous period, about 77.5 to 74 million years ago (mya).\nFor 3d printing skull,please see https://www.youtube.com/watch?v=SPZMv-Pmnks&feature=youtu.be\nMedia citation instructions: WitmerLab at Ohio University provided access to these data originally appearing in The Visible Interactive Pachycephalosaur, the collection of which was funded by NSF grants to LM Witmer.. The files were downloaded from www.MorphoSource.org, Duke University.\nThanks to Witmerlab for sharing the original files']",0,117,730,11,n/a,https://sketchfab.com/3d-models/stegoceras-skull-99886a67954e42eaa0088e01055072e7
Spinosaur skull (Oxalaia quilombensis),GeoHereditas,"['This skull is from a spinosaurid dinosaur that lived in northeast Brazil. \nLike other spinosaurids it spent most of its time in water or close to water bodies. The skull and teeth of Oxalaia were useful for catching fish, but it also ate small dinosaurs.\nThree spinosaurids were found in Brazil up to now: Oxalaia, Irritator and Angaturama.\n3D model based on a skull replica made by paleoartist Alcina Angela.', 'Este crânio é de um dinossauro espinossaurídeo que viveu no nordeste do Brasil.\n', 'Como outros espinossaurídeos, ele passava a maior parte do tempo na água ou próximo a corpos d’água. O crânio e os dentes do Oxalaia eram úteis para capturar peixes, mas ele também comia pequenos dinossauros. Três espinossaurídeos foram encontrados no Brasil até o momento: Oxalaia, Irritator e Angaturama.\n', 'Modelo 3D baseado em uma réplica de crânio feita pela paleoartista Alcina Angela.']",0,81,394,12,n/a,https://sketchfab.com/3d-models/spinosaur-skull-oxalaia-quilombensis-e2751e3a936f4d60a991a5777a70d5c0
Tyrannosaurus rex,AbhinavRaj50,"['Tyrannosaurus[nb 1] is a genus of large theropod dinosaur. The species Tyrannosaurus rex (rex meaning “king” in Latin), often called T. rex or colloquially T-Rex, is one of the best represented theropods. Tyrannosaurus lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the Upper Cretaceous period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids and among the last non-avian dinosaurs to exist before the Cretaceous–Paleogene extinction event.']",0,66,400,7,n/a,https://sketchfab.com/3d-models/tyrannosaurus-rex-d750992c125f4b20b7ca6126d8210ab6
Edmontosaurus Vertebral Disc 3D Scan,Laser Design,['3D Scan of Edmontosaurus Vertebral Disc fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 2 minutes. Time to process into full color model: about 15 minutes.'],0,11,43,4,n/a,https://sketchfab.com/3d-models/edmontosaurus-vertebral-disc-3d-scan-bdd27d01a85644908467412352d5a065
Dinosaur Bone 2,djandlimon111,['Another morrison formation bone.'],0,13,208,0,n/a,https://sketchfab.com/3d-models/dinosaur-bone-2-6f8318a2d69949afbbd405b5067d558e
Gorgosaurus skull - low poly,Olof Moleman,['Low poly version of a sculpted reconstruction of the skull of an adult Gorgosaurus libratus. Mostly based on TCMI 2001.89.1'],1,n/a,747,24,$24 ,https://sketchfab.com/3d-models/gorgosaurus-skull-low-poly-d3731fa16e834c059fbf7196489c775d
Archaeopteryx Skull,Olof Moleman,"['A digital sculpture of an Archaeopteryx lithographica skull that I made.', 'Much of the proportions are based on the Peter Wellnhofer reconstruction from his book Archaeopteryx: The Icon of Evolution. When looking at the CT scans of the London specimen brain case however I found that the back of the skull wasn’t entirely correct. Other proportions and details are based on the skulls of the Eichstatt, Thermopolis and Munich specimens. So it should be fairly accurate. But since all known specimens are flattened there is still a degree of interpretation involved with reconstructing the 3D shape.']",1,n/a,4482,52,$10 ,https://sketchfab.com/3d-models/archaeopteryx-skull-f6da1b0c1d624368ae4f715fa361eec4
Casts of dinosaur swim tracks,Shimer3DGEO,"['Moenave Formation, Utah.', 'Piece on loan from St George Dinosaur Discovery Site (utahdinosaurs.org)']",0,4,34,0,n/a,https://sketchfab.com/3d-models/casts-of-dinosaur-swim-tracks-abcce6420758415181f6c297216a3de4
UMNHVP28348 Reconstructed Frontals,WesternScienceCenter,"['UMNHVP28348, reconstructed frontals of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. This model was produced by combining and mirroring the incomplete left and right frontal bones. Original specimen housed at the Utah Museum of Natural History.']",0,31,11689,4,n/a,https://sketchfab.com/3d-models/umnhvp28348-reconstructed-frontals-dea5bd8b0ee94f458a77f19ad816156e
Vertebrate: Hadrosaur toe bone (PRI 42981),Digital Atlas of Ancient Life,"['Toe bone from a duck-billed dinosaur (hadrosaur, possibly Edmontosaurus) from the Cretaceous of South Dakota (PRI 42981). Specimen is from the research collections of the Paleontological Research Institution, Ithaca, New York. Length of toe is approximately 8.5 cm. Model by Emily Hauf.']",0,74,2570,3,n/a,https://sketchfab.com/3d-models/vertebrate-hadrosaur-toe-bone-pri-42981-ee0f7481b0ff43afb3ef94f515c83360
Animated Spinosaurus,Yanez Designs,"['Spinosaurus (meaning “spine lizard”) is a genus of theropod dinosaur that lived in what now is North Africa, during the upper Albian to upper Turonian stages of the Cretaceous period, about 112 to 93.5 million years ago. This genus was known first from Egyptian remains discovered in 1912 and described by German paleontologist Ernst Stromer in 1915. The original remains were destroyed in World War II, but additional material has come to light in the early 21st century. It is unclear whether one or two species are represented in the fossils reported in the scientific literature. The best known species is S. aegyptiacus from Egypt, although a potential second species, S. maroccanus, has been recovered from Morocco.', 'Info LInk: https://en.wikipedia.org/wiki/Spinosaurus', 'I have a Patreon Join now! :https://www.patreon.com/user?u=14434838']",0,160,1090,9,n/a,https://sketchfab.com/3d-models/animated-spinosaurus-5093053b60e64befbb53f5d6fe1dfd79
Byronosaurus jaffei,Pomona Pictures,"['The troodontid Byronosaurus jaffei is known from two specimens from adjacent localities in the Nemegt Basin, Mongolia.\nDr. Peter J. Makovicky, Dr. M. A. Norell, Dr. J. M. Clark, and Dr. T. Rowe, 2003, “Byronosaurus jaffei” (On-line), Digital Morphology. Accessed April 30, 2023 at http://digimorph.org/specimens/Byronosaurus_jaffei/braincase/.']",0,30,150,8,n/a,https://sketchfab.com/3d-models/byronosaurus-jaffei-164e49e592c940898537b8ef5ed3e152
Theropod footprint,Denali National Park and Preserve,"['The top predators in Denali ~70 million years ago during the Cretaceous Period were all theropods. Several different types of these bipedal carnivores left their tracks in the Cantwell Formation while hunting prey. This footprint is the first dinosaur track ever found in Denali, and was discovered by a geology student in 2005. It is a type of small unidentified theropod. This 3-D fossil image is available courtesy of Denali National Park and Preserve.']",0,48,2407,6,n/a,https://sketchfab.com/3d-models/theropod-footprint-3e4541927c444a2e820c9cde01858ace
Triopticus - annotated partial skull,WitmerLab at Ohio University,"['This model accompanies an article published in Current Biology on 22 September 2016 (http://bit.ly/2crdu77), describing the partial skull and brain endocast of the dome-headed basal archosaur Triopticus primus (TMM 31100-1030) from the Upper Triassic Otis Chalk localties (Dockum Group) of Howard County, Texas, and its role in understanding evolutionary convergence among dinosaurs and their distant relatives. The article authors are Michelle Stocker, Sterling Nesbitt, Katharine Criswell, William Parker, Lawrence Witmer, Timothy Rowe, Ryan Ridgely, and Matthew Brown. 3D modeling was done by Ridgely. See https://skfb.ly/QFKG for a Sketchfab of the transparent partial skull with brain endocast. This research was funded in part by U.S. National Science Foundation grants to Witmer and Ridgely.']",0,40,1921,3,n/a,https://sketchfab.com/3d-models/triopticus-annotated-partial-skull-b5fa0e6399d54223915a5587ee69b760
"Balloonosaurus rex, by Tina Gagliardo",Digital Dinosaurs,"['Balloonosaurus rex is a close relative of Tyrannosaurus rex, living in the Cretaceous period about 68 million years ago. It had nearly the same skeleton as the Tyrannosaurus rex, though much smaller in scale. A fully grown adult was about the size of a chicken. Its diet was rich in rubber plants, predecessors of Ficus elastica, which provided the polyisoprene molecules needed for maintenance of its skin. Interestingly, Balloonosaurus lacked muscles and vasculature, and is thought to have maneuvered aerodynamically by localized changes in air pressure. Its extinction may have been due to changes in the atmosphere that occurred after the great asteroid impact at Chicxulub, Mexico, 66 million years ago.']",0,47,458,11,n/a,https://sketchfab.com/3d-models/balloonosaurus-rex-by-tina-gagliardo-fce04f258817445ca89893c829084562
Coelophysis bauri,GM3Dscan,"['Eoraptor (or Coelophysis bauri) , AMNH New York, USA, cast. Museum of Natural Sciences, Brussels, Belgium. Made out 140 pictures with MetaShape from Agisoft.', 'For more updates, please consider to follow me on Twitter at @GeoffreyMarchal. (https://twitter.com/GeoffreyMarchal)']",0,112,775,16,n/a,https://sketchfab.com/3d-models/coelophysis-bauri-8ff7660b4abd4822bd51e61dcd09de0c
Edmontosaurus Toe Bone 3D Scan,Laser Design,['3D Scan of Edmontosaurus Toe Bone fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 2 minutes. Time to process into full color model: about 15 minutes.'],0,8,45,3,n/a,https://sketchfab.com/3d-models/edmontosaurus-toe-bone-3d-scan-0256b77d61014c7ab61321c14ab7f6b4
Coelophysis bauri,GM3Dscan,"['Eoraptor (or Coelophysis bauri) , AMNH New York, USA, cast. Museum of Natural Sciences, Brussels, Belgium. Made out 140 pictures with MetaShape from Agisoft.', 'For more updates, please consider to follow me on Twitter at @GeoffreyMarchal. (https://twitter.com/GeoffreyMarchal)']",0,112,775,16,n/a,https://sketchfab.com/3d-models/coelophysis-bauri-8ff7660b4abd4822bd51e61dcd09de0c
Pachycephalosaurus Cranium Cast 3D Scan,Laser Design,['3D Scan of Pachycephalosaurus Cranium fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 3 minutes. Time to process into full color model: about 30 minutes.'],0,13,82,3,n/a,https://sketchfab.com/3d-models/pachycephalosaurus-cranium-cast-3d-scan-8115260c999d4b3e9e84e441136cd12e
ChM PV6819 - Appalachiosaurus phalanx,The Charleston Museum,"['ChM PV6819 - Appalachiosaurus montgomeriensis', 'A single phalanx, or toe bone, from a therapod dinosaur.', 'This model was collected by Matt Gibson as part of The Charleston Museum’s photogrammetry initiative.']",0,26,152,2,n/a,https://sketchfab.com/3d-models/chm-pv6819-appalachiosaurus-phalanx-9228f40558b54a03835065d685bbd455
Cretaceous Sedimentary Structure_002,National Heritage Administration,"['Cretaceous Sedimentary Structure near Gyeseungsa Temple, Goseong\n\n고성 계승사 백악기 퇴적구조', '', 'Trace fossils formed during the Cretaceous Period of the Mesozoic Era, including ripple marks and rain prints, dinosaur footprints and sedimentary layers, are scattered around the grounds of Gyeseungsa Temple.\n<문화재정보 링크> ']",0,10,114,3,n/a,https://sketchfab.com/3d-models/cretaceous-sedimentary-structure-002-e81bdc359c7f42c1899260deefae7e5e
Young Maiasaura Skull,Olof Moleman,"['Modified scan of a juvenile Maiasaura peeblesorum skull.', 'Location: Upper Two Medicine Formation, Montana, US', 'Age:  Campanian, Late Cretaceous', 'Length: 36 cm']",1,n/a,1644,20,$9 ,https://sketchfab.com/3d-models/young-maiasaura-skull-b8c1443629364d19a7c454efd3af47fa
Gorgosaurus skull,Olof Moleman,['Printable version of a sculpted reconstruction of the skull of an adult Gorgosaurus libratus. Mostly based on TCMI 2001.89.1'],1,n/a,130,15,$26 ,https://sketchfab.com/3d-models/gorgosaurus-skull-0ab1ad76fa2148819328771d0f206ac4
triceratops,seth the yutyrannus,"['Triceratops, (genus Triceratops), large quadrupedal plant-eating ceratopsian dinosaur that had a frill of bone at the back of its skull and three prominent horns. Fossils of “three-horned face,” as its Latin name is usually translated, date to the final 3 million years of the Cretaceous Period (145.5 million to 65.5 million years ago), making it one of the last of the non-avian dinosaurs to have evolved. Paleontologists estimate that the body length of Triceratops approached 9 metres (30 feet). The largest adults are thought to have weighed 5,450–7,260 kg (approximately 12,000–16,000 pounds).']",0,18,75,2,n/a,https://sketchfab.com/3d-models/triceratops-d2daadca80874c00a2803fabca9b46ae
Triopticus - partial skull & brain endocast,WitmerLab at Ohio University,"['This model accompanies an article published in Current Biology on 22 September 2016 (http://bit.ly/2crdu77), describing the partial skull and brain endocast of the dome-headed basal archosaur Triopticus primus (TMM 31100-1030) from the Upper Triassic Otis Chalk localties (Dockum Group) of Howard County, Texas, and its role in understanding evolutionary convergence among dinosaurs and their distant relatives. The article authors are Michelle Stocker, Sterling Nesbitt, Katharine Criswell, William Parker, Lawrence Witmer, Timothy Rowe, Ryan Ridgely, and Matthew Brown. 3D modeling was done by Ridgely. See https://skfb.ly/QFLx for a Sketchfab of the isolated partial skull. This research was funded in part by U.S. National Science Foundation grants to Witmer and Ridgely.']",0,48,1557,3,n/a,https://sketchfab.com/3d-models/triopticus-partial-skull-brain-endocast-1e9886c651cf42dfb83a2aaa9d99998b
Coelodus sp. prearticular / alsó állkapocs,Hungarian Dinosaur Expedition,"['cf. Coelodus sp. (MTM 2010.140.1.) (Actinopterygii, Pycnodontidae) left prearticular,\nfrom the Upper Cretaceous (Santonian) Csehbánya Formation (Iharkút, Hungary).', 'cf. Coelodus sp. (MTM 2010.140.1.) (Actinopterygii, Pycnodontidae) alsó állkapocs (bal prearticular),\nmely Iharkútról, a késő-kréta (santoni) korú Csehbányai Formáció rétegeiből került elő.', 'For more information about Coelodus, see: \nhttps://magyardinoszaurusz.hu/pycnodontiform-fishes/?lang=en', 'További információk a Coelodusról: \nhttps://magyardinoszaurusz.hu/pycnodontiformes-halak/', 'Digitized by Martin Segesdi / A modellt készítette: Segesdi Martin', '-', 'A Polyga Compact S1 surface scanner (0.04 mm accuracy) with FlexScan3D software was used for digitization in three dimensions. Raw model was treated with Geomagic Wrap (3D Systems, https://www.3dsystems.com).']",0,9,65,2,n/a,https://sketchfab.com/3d-models/coelodus-sp-prearticular-also-allkapocs-9390e88c7212448ea5055bbe8238b13d
Argentinasaurus,robertfabiani,"['Argentinosaurus, a colossal long-necked dinosaur from the Late Cretaceous, takes center stage as one of the largest land animals to have ever existed. Unearthed in Argentina, this massive sauropod dinosaur belongs to the titanosaur group, showcasing the grandeur of prehistoric giants.', 'With a lengthy neck and tail, Argentinosaurus reached remarkable lengths, making it a true titan of the dinosaur world. Fossil discoveries of its vertebrae and limb bones have allowed scientists to estimate its size and understand its adaptations for a herbivorous lifestyle.', 'Embark on a journey to Late Cretaceous South America with Argentinosaurus, an immense herbivore that shaped the ancient landscapes. Explore the mysteries of this']",1,n/a,132,3,$39 ,https://sketchfab.com/3d-models/argentinasaurus-3d76c4380d104e6fa4756aa82cebcc0e
Ammonite Untextured,LingthyManThatExists,"['Its basically the spiral things you see while fossil hunting. (Model from the paint 3d library, i dont own anything in this model.)']",0,29,114,4,n/a,https://sketchfab.com/3d-models/ammonite-untextured-5f14de7576314a87999f475022c2c025
T-Rex Phalange 3D Scan,Laser Design,['3D Scan of T-Rex Phalange fossil cast. 3D scanned with Artec Space Spider 3D scanner. Time to scan: About 2 minutes. Time to process into full color model: about 15 minutes.'],0,18,43,3,n/a,https://sketchfab.com/3d-models/t-rex-phalange-3d-scan-06bb5faa7e534c3c85dcd2b2f3bb7755
Brachiosaurus skull replica (1/4),Museo [UV] Historia Natural,"['Ejemplar: ** Brachiosaurus (Giraffatitan) brancai\nEdad: Titoniense 150-140 Ma. (Jurásico Superior)\nLocalidad: Lindi (Tanzania)\nDescripción: réplica de escayola de una réplica de metal escala 1/4\nDimensión: longitud 182 x altura 127 x espesor 124 mm.\nSigla museo, colección y entidad: ** colección didáctica MUVHN\nTécnica digitalización / parámetros: escáner 3d Einscan Pro, calidad media\nArchivo 3D: Obj 296 Mb ,    textura Jpg 4´4 Mb\nAutor digitalización: José Antonio Villena Gómez.\nCita ejemplar: ** colección didáctica (MUVHN)']",0,100,666,16,n/a,https://sketchfab.com/3d-models/brachiosaurus-skull-replica-14-3ec6cfd30c394512b7a7034cf40af6ed
Eustreptospondylus,robertfabiani,"['Eustreptospondylus, a carnivorous marvel from the Middle Jurassic, prowled the ancient landscapes with predatory prowess. This theropod dinosaur, hailing from what is now England, stands as a fascinating chapter in the prehistoric narrative.', 'With a nimble build and sharp teeth, Eustreptospondylus was a formidable hunter, preying on smaller dinosaurs and creatures of its time. Although its fossils are incomplete, the remains provide valuable insights into the diversity of Jurassic ecosystems.', 'Imagine the Jurassic world through the eyes of Eustreptospondylus, a dynamic predator navigating lush environments. Unearth the mysteries of this Jurassic']",1,n/a,47,2,$45 ,https://sketchfab.com/3d-models/eustreptospondylus-df4b073566824978af26a78565241613
Quetzalcoatlus,Animagamma,"['A Quetzalcoatlus model with textures.', 'Normal map is 8192.', 'Color, Specular/Gloss, Occlusion, Cavity, Displacement, and Translucency maps are 4096.', 'Collada, FBX, and OBJ formats included.']",1,n/a,2100,20,$45 ,https://sketchfab.com/3d-models/quetzalcoatlus-c40bccc49de8456084be7ca568703419
3DFoin - Raptor - 02,3DRT.com,['Animated and rigged Raptor 3D model'],1,n/a,1510,22,$29 ,https://sketchfab.com/3d-models/3dfoin-raptor-02-bcf2ce39b9a3418fb8c43c0cda83dd51
WSC10058 Quadrate,WesternScienceCenter,"['Holotype quadrate of the brachylophosaurin hadrosaur Ornatops incantatus, from the Cretaceous Menefee Formation of New Mexico (WSC10058). Original specimen housed at Western Science Center, collected under permit from the Bureau of Land Management.']",0,10,61,3,n/a,https://sketchfab.com/3d-models/wsc10058-quadrate-a0da8bc3d1ff40e99819a68aa2877ade
Pteranodon Skeleton,Puppy3D,"['Accurate Skeleton, Great for museum, science, exhibit display and visualization. with realistic modeling and high resolution of polygon make it recommend for :', 'Basic modeling\nRigging\nsculpting\nStatue\nToy\nDecorate\nmuseum\nscience\nexhibit display\nvisualization', 'Have fun :)']",1,n/a,2443,24,$30 ,https://sketchfab.com/3d-models/pteranodon-skeleton-0b5fb9639d5243ab90b3bc554ca4d094
WSC21571 Megalonyx jeffersoni mandible,WesternScienceCenter,"['Mandible of Jefferson’s ground sloth (Megalonyx jeffersonii), collected in 1993 from Pleistocene deposits from the San Diego Canal, Riverside County, California. Original specimen on exhibit at Western Science Center.']",0,16,74,3,n/a,https://sketchfab.com/3d-models/wsc21571-megalonyx-jeffersoni-mandible-ac8bdf82ceaa467f9407301708bf3697
