Title,Publisher,Description,Paid,Price,Date,Link,imgLink,Image
Pteranodon Rigged HighRes Production Ready,nesneci,"This is a production ready asset of an extinct flying creature called Pteranodon, a genus of pterosaurs. This asset is fully rigged and shaded in Blender. If you do not use Blender, the fbx and the obj versions provided along with high resolution textures. Blender version Meshes, rig, materials, shaders, textures Fbx You might be able to utilize the rig based on the import, meshes, textures Obj Meshes, textures Please check out the provided images and the 360 degree turntables for further inspection. Also feel free to contact Turbosquid for format conversion needs if the formats above is not useful to you. Either them or ourselves might be able to do the conversion for you. thanks",TRUE,$260,23-Feb-18,https://www.turbosquid.com/3d-models/production-ready-pteranodon-rigged-model-1257061,https://p.turbosquid.com/ts-thumb/qV/ZhVud9/VvdqLHzW/pteranodon_web_00005_1/jpg/1519349582/600x600/fit_q87/7ecacde5ebe3f04f8c77d881eddeec10b8dc3fb3/pteranodon_web_00005_1.jpg,0
Triceratops Skull,coolnidz,Triceratops Skull Dinosaur skeleton head fossil,TRUE,$4.99,17-Dec-21,https://www.turbosquid.com/3d-models/3d-triceratops-skull-1829120,https://p.turbosquid.com/ts-thumb/fu/clmisK/0E/0/jpg/1639758511/600x600/fit_q87/3c3cecefb81bc7c135e96940acdee34d3c0ab597/0.jpg,0
Pterasaur skull,coolnidz,Pterasaur pterasaurus pteroductyl pteranodon dinosaur dinosaurus skull skeleton bones bone,TRUE,$24.99,20-Apr-22,https://www.turbosquid.com/3d-models/pterasaur-skull-3d-model-1885799,https://p.turbosquid.com/ts-thumb/7T/uEQNHD/Ce/0/jpg/1650433086/600x600/fit_q87/1bb95b57ecb17f5db5207d49d1428216fb476700/0.jpg,0
Triceratops Golden Skull,Polygonal Miniatures,"Photorealistic Stylized Triceratops Skull Model OBJ & FBX Format + Unity Package PBR Textures (4096*4096px): Spec/Gloss + Rough/Metal + AO + Height Maps Triceratops is a genus of herbivorous ceratopsid dinosaur that first appeared during the late Maastrichtian stage of the late Cretaceous period, about 68 million years ago in what is now North America. It is one of the last known non-avian dinosaur genera, and became extinct in the CretaceousPaleogene extinction event 66 million years ago. The term Triceratops, literally means ""three-horned face"".",TRUE,$20,07-Jan-17,https://www.turbosquid.com/3d-models/stylized-triceratops-skull-3d-model/1110808,https://p.turbosquid.com/ts-thumb/eG/k8gBvy/LM6AECrL/triceratops_dinosaur_skull_prehistoric_3d_model_print_virtual_reality_ready5/png/1483810219/600x600/fit_q87/11f6a3c1639b280c0b196593c16bb16a0eca4409/triceratops_dinosaur_skull_prehistoric_3d_model_print_virtual_reality_ready5.jpg,0
Tyrannosaurus Rex Skull,Christian_J,"A highly detailed model of a freshly dug up Tyrannosaurus Rex skull. Handmodeled, unwrapped and painted.",TRUE,$15,19-May-22,https://www.turbosquid.com/3d-models/3d-tyrannosaurus-rex-skull-model-1899760,https://p.turbosquid.com/ts-thumb/xl/avF6RU/PI/render1/png/1652950421/600x600/fit_q87/df3a0a462fd2da59e6f709cdc2bcbc915a4f7805/render1.jpg,0
Gorgonops Skull,Zhenya86,Gorgonops Skull subdivision model. Attention! All textures are procedurally generated and work only in the native file format (max),TRUE,$35,28-Sep-21,https://www.turbosquid.com/3d-models/3d-gorgonops-skull-1792690,https://p.turbosquid.com/ts-thumb/7p/GI64SV/PN/r2/jpg/1632810435/600x600/fit_q87/9fa25fb9b2cc3f674cba816dbdc38e24f2c3965a/r2.jpg,0
Dinosaur Skeleton Toys Collection,3d_molier International,"Dinosaur Skeleton Toys Collection is a set of three-dimensional models of small plastic dinosaurs (skeleton bones style statuettes) figurines, which are parts of a dino figure set for kids. Set of miniature gaming figurines which are designed as a plastic replicas of the prehistoric dinosaur skeleton, and which are plastic dino figures for kids, included in assorted science dig kits. For evolution paleontology, animal science, prehistoric ages, museum exhibitions, children toys, paleontology animal monsters, scientific biology, paleontology objects, biology science, science, computer games, archeology science, animation art, fantasy art, kids entertainment accessories, and kids gaming figurines promotional projects. Dinosaur Skeleton Toys Collection is a versatile set of 3 high quality, photo real 3d models that will enhance detail and realism to any of your rendering projects. The model has a fully textured, detailed design that allows for close-up renders, and was originally modeled in 3ds Max 2014 and rendered with V-Ray. Renders have no postprocessing. Hope you like it! Models list: 1 Triceratops Dinosaur Skeleton Toy (Product ID: 2177333) 2 Diplodocus Skeleton Toy (Product ID: 2177363) 3 Dimetrodon Dinosaur Skeleton Toy (Product ID: 2177364) If purchased individually: $57 Collection price: $39 You save: $17!!! ***** Features: - High quality polygonal model, has real dimensions. Easy to merge into your scene. - Units: cm - The model was created with the optimal number of polygons. (The Meshsmooth modifier is assigned to the original mesh. Easy to increase mesh resolution if necessary.) - All the objects come with complete UVs - All textures and materials are included and mapped. (All colors can be easily modified.) - All objects are logically named and grouped for ease of objects selection and scene management. - No special plugin needed to open scene. ***** File Formats: - 3ds Max 2014 V - Ray and standard materials scenes - Blender 2.8 Eevee materials scene - Maya 2016 V-Ray, Hardware and Redshift materials scenes - Cinema 4D R17 V-Ray and Standard materials scene - Modo 10.2 Standard materials scene - OBJ, 3DS, FBX (Multi Formats) ***** Models: Triceratops Dinosaur Skeleton Toy Polygons: 11784 Vertices: 11742 Diplodocus Skeleton Toy Polygons: 15120 Vertices: 15056 Dimetrodon Dinosaur Skeleton Toy Polygons: 8849 Vertices: 8774 ***** 3d Molier International is a team of 3D artists with over a 15 years of experience. Every model we build goes through thorough Quality assessment both visual and technical to make sure the assets look realistic and the models are of the best quality. We produce 3D models. This is our main activity. Our goal is to create a 3D copy of all objects on the world. Buy 3D models from professionals! (c) 3d_molier International - 2024 SHOW MORE +",TRUE,$39,14-Feb-24,https://www.turbosquid.com/3d-models/dinosaur-skeleton-toys-collection-model-2189617,https://p.turbosquid.com/ts-thumb/Le/Dyc9JU/mj/dinosaurskeletontoyscollectionvray3dmodel000/jpg/1707680925/600x600/fit_q87/b2d382c817b4ade4031ccf74e6e86ef9c914fd3e/dinosaurskeletontoyscollectionvray3dmodel000.jpg,0
Brachiosaurus_Skull,Zhenya86,Brachiosaurus Skull 3D model Brachiosaurus Skull subdivision model Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,28-Nov-17,https://www.turbosquid.com/3d-models/brachiosaurus-skull-model-1228861,https://p.turbosquid.com/ts-thumb/lI/UzQ883/wElM7Suu/r01/jpg/1511898455/600x600/fit_q87/ba3f6423092bb95a9d20670b9b0c9e7a3776ee2f/r01.jpg,0
Allosaurus Skull,Zhenya86,Allosaurus Skull 3D model Allosaurus Skull subdivision model Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,28-Nov-17,https://www.turbosquid.com/3d-models/allosaurus-skull-3d-model-1228843,https://p.turbosquid.com/ts-thumb/GZ/bq6JGT/6epDmyC7/r01/jpg/1511894705/600x600/fit_q87/3387d8ae537b8ec5b9d4843e82f78a043ddb5a18/r01.jpg,0
Smilodon Skeleton,Chuck Hossenlopp,This is a very simplified and stylized model of a Saber Toothed Cat. It is ideal for anatomical studies with its relatively low polycount. The bones include all of the bony landmarks that you need to correctly model the musculature,TRUE,$10,09-Dec-20,https://www.turbosquid.com/3d-models/3d-skeleton-smilodon-model-1662296,https://p.turbosquid.com/ts-thumb/ML/ZCAvnW/fg/01/jpg/1607548239/600x600/fit_q87/1ec3d543ee8e1997e7ef3257957406b3aea33960/01.jpg,0
Pachycephalosaurus Skull,Zhenya86,Pachycephalosaurus Skull 3D model Pachycephalosaurus Skull subdivision model Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,28-Nov-17,https://www.turbosquid.com/3d-models/3d-pachycephalosaurus-skull-1228853,https://p.turbosquid.com/ts-thumb/pL/jYmRy0/5DAaivt8/r01/jpg/1511896699/600x600/fit_q87/12145ea79ec07c775a1cda9ae61715e815eaa62b/r01.jpg,0
TOY_t_rex_dino,gamoola,Hi detailed editable dinosaur childrens 3d puzzle.,TRUE,$35,12-Apr-11,https://www.turbosquid.com/3d-models/dinosaur-childrens-puzzle-3d-max/597990,https://p.turbosquid.com/ts-thumb/B1/4bulv7/FGZINE5A/t_rex_vray_0000/jpg/1302605761/600x600/fit_q87/e76c016185a13e00cd97e5b7aaaf06d46cf35a98/t_rex_vray_0000.jpg,0
Wooden Pteranodon construction kit,3d_Dragon,"Pteranodon 3D Wooden Puzzle. The model consists of a set of objects. Size: Length: 230 mm Width: 425 mm Height: 236 mm Tiling textures: Face_Grain: U:1,414 V:1,0 Edge_Grain: U:1,0 V:32,21 What is included: max format: - Complete vray scene as on preview images. Click render and you get same result. fbx format: -Without rendering setup, cameras, lights. Other archive: -animation frames without watermarks + alpha for them (all in png format). -preview images without watermarks + alpha for them (all in png format).",TRUE,$18,10-Apr-17,https://www.turbosquid.com/3d-models/3d-pteranodon-wooden-model-1146007,https://p.turbosquid.com/ts-thumb/T8/wjumgm/cShawfYl/01/png/1491851856/600x600/fit_q87/9a930610c32496cad86a6f274dfe665920f4519e/01.jpg,0
Dinosaurs puzzle toy,aga22,"Two toy dinosaur skeletons, one of a T-Rex and a Styracosaurus. These exist as toys, made out of wood and are puzzles to be constructed and painted by kids. The two puzzles come both as static models, and with a separate scene that has them animated as the puzzle being constructed. Also included are the static scenes in OBJ and FBX. Images are rendered with the 3DS Max quicksilver hardware renderer.",TRUE,$25,15-Jul-12,https://www.turbosquid.com/3d-models/toy-dinosaur-puzzles-3d-max/682017,https://p.turbosquid.com/ts-thumb/oi/LmO2rf/SteQ9iD9/both/jpg/1342309617/600x600/fit_q87/0acf1c7a1ac622d19afbe7ef0c9876db0bfdb558/both.jpg,0
Styracosaurus Skull,Zhenya86,Styracosaurus Skull 3D model Styracosaurus Skull subdivision model Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,28-Nov-17,https://www.turbosquid.com/3d-models/styracosaurus-skull-model-1228850,https://p.turbosquid.com/ts-thumb/Lb/4EkFcE/qsagtz1R/r01/jpg/1511896110/600x600/fit_q87/17460d77b59795b1c459a31f849f9fc21b96fa8a/r01.jpg,0
Ichthyosaurus Skull,Zhenya86,Ichthyosaurus Skull subdivision model. Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,30-Nov-17,https://www.turbosquid.com/3d-models/3d-model-ichthyosaurus-skull-1229533,https://p.turbosquid.com/ts-thumb/8H/uCUXH5/GCyxb1rs/r01/jpg/1512065651/600x600/fit_q87/08c4eb9099e8757cbf84b4c285cbe606c6f9cc7d/r01.jpg,0
Tarbosaurus Bataar,Shuripusta,Tarbosaurus Bataar Skull,TRUE,$20,06-May-15,https://www.turbosquid.com/3d-models/tarbosaurus-bataar-max/924268,https://p.turbosquid.com/ts-thumb/yj/PiZZYQ/s2i7SeoH/tarbosaurusbataar5/png/1430937953/600x600/fit_q87/0235e48d4bc13bc84ff1e5a7e478366a6347ae6f/tarbosaurusbataar5.jpg,0
Basilosaurus skull,Zhenya86,Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$49,27-Jul-20,https://www.turbosquid.com/3d-models/basilosaurus-skull-3d-model-1597162,https://p.turbosquid.com/ts-thumb/eg/j5Mpxh/juAuvOsU/r01/jpg/1595847660/600x600/fit_q87/f2436ce99eacaa0ab41ad7e0fa73fa80769302cb/r01.jpg,0
Mammoth Skull,coolnidz,Mammoth Skull,TRUE,$4.99,23-Dec-21,https://www.turbosquid.com/3d-models/3d-mammoth-skull-1831335,https://p.turbosquid.com/ts-thumb/Tl/um3cjA/Vy/0/jpg/1640268583/600x600/fit_q87/4949ea76860b324a625909eb244185d1830430a9/0.jpg,0
Spinosaurus skull,coolnidz,Spinosaurus dinosaur skull skeleton bones,TRUE,$14.99,21-Apr-22,https://www.turbosquid.com/3d-models/spinosaurus-skull-3d-model-1886465,https://p.turbosquid.com/ts-thumb/CM/wQsx23/8l/0/jpg/1650518386/600x600/fit_q87/94759c8a1a742558a208cd3cda60e3dc0bbd7fac/0.jpg,0
Tyrannosaurus Rex Skull,artgeorg,T-rex skull originally created in Blender. Previews were rendered with Blender Cycles Render. Dimensions : upper jaw :17.45 X 10.94x8.2 cm lower jaw :16.86 X 10.48x4.97 cm,TRUE,$3,09-Feb-23,https://www.turbosquid.com/3d-models/tyrannosaurus-rex-skull-3d-model-2025283,https://p.turbosquid.com/ts-thumb/qW/Zt2SXf/dN/7_1200x1200/png/1675900175/600x600/fit_q87/9e514050580ed422e3cb00aa0ad9f82c7a14439a/7_1200x1200.jpg,0
Spinosaurus Skull,Zhenya86,Spinosaurus Skull. Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,30-Nov-17,https://www.turbosquid.com/3d-models/3d-spinosaurus-skull-1229521,https://p.turbosquid.com/ts-thumb/Sl/B0Ao3m/7zW6u9pW/r01/jpg/1512062922/600x600/fit_q87/cf4d3a26e76763cbe4b5e62aa9faf4efe2c7314b/r01.jpg,0
Diplodocus Skull,Zhenya86,Diplodocus Skull 3D model Diplodocus Skull subdivision model Attention! All textures are procedurally generated and work only in the native file format (*.max),TRUE,$20,28-Nov-17,https://www.turbosquid.com/3d-models/diplodocus-skull-3d-model-1228845,https://p.turbosquid.com/ts-thumb/CB/UeceUH/DgqOgXhV/r01/jpg/1511895040/600x600/fit_q87/0fe12953158f86aa0df61275c8c1888c91abe06f/r01.jpg,0
Archaeopteryx Skull,Zhenya86,Archaeopteryx Skull,TRUE,$20,30-Nov-17,https://www.turbosquid.com/3d-models/archaeopteryx-skull-3d-1229529,https://p.turbosquid.com/ts-thumb/Go/LApU7v/R3AKaPDZ/r01/jpg/1512063845/600x600/fit_q87/9c8f0c7d5d921e60a657b11c11d5de58e4ad10be/r01.jpg,0
tyrannosaurus skull,coolnidz,tyrannosaurus skull,TRUE,$7.99,25-Nov-21,https://www.turbosquid.com/3d-models/tyrannosaurus-skull-model-1819288,https://p.turbosquid.com/ts-thumb/Y5/13BXVq/bj/tyranosaurus1/jpg/1637833450/600x600/fit_q87/224aabb8b634acbd2425d8937cf4bdcb38c836ab/tyranosaurus1.jpg,0
Dinosaur bones  dinosaur skulls  TREX skulls,xiaotangzhu,Dinosaur bones dinosaur skulls TREX skulls,TRUE,$12,26-Oct-20,https://www.turbosquid.com/3d-models/3d-dinosaur-bones-skulls-trex-1639981,https://p.turbosquid.com/ts-thumb/oe/ARZuQn/aYaTAtgJ/01/jpg/1603721211/600x600/fit_q87/174dd7cdce2bcc3199e233aa3f6ee60d730cd769/01.jpg,0
Cartoon Bunny,rtista724,"Lower res cute, cartoon bunny with a removable egg basket. It is built with simple ramp shaders, one texture file for the body color, and mental ray lighting setup. The file includes the body color in .PSD, .TGA, and .JPG formats for your convenience. The original .MA file includes a low res bunny and a higher res smoothed version (hidden), as well as high res and low res .OBJ exports. The eyes are in a separate group with a simple lattice deformer. Enjoy!",TRUE,$25,06-Mar-15,https://www.turbosquid.com/3d-models/3d-model-res-cute-cartoon-bunny/903302,https://p.turbosquid.com/ts-thumb/BP/ck1Blr/W3n7QGnV/3q_preview/jpg/1425642425/600x600/fit_q87/252244f4c541f7d2684e0a8c13d76b639b86a1da/3q_preview.jpg,0
t rex.max,riffraff61,Wooden Craft Toy of a Tyrannosaurus Rex,TRUE,$15,29-Dec-09,https://www.turbosquid.com/3d-models/3d-wooden-tyrannosaurus-rex/506680,https://p.turbosquid.com/ts-thumb/90/BfxJZ2/WPYJ1Kke/rex1/jpg/1262113952/600x600/fit_q87/568f8c2b33cd442951c67db591b0d61b81921332/rex1.jpg,0
ceratops,chervoncy,skull ceratops,TRUE,$19,18-Aug-21,https://www.turbosquid.com/3d-models/3d-ceratops-1775230,https://p.turbosquid.com/ts-thumb/wv/LCFbzc/Ys/1_interactivelightmix/jpg/1629292785/600x600/fit_q87/efa62c9672209648cce21e91035cf9761c2c3ada/1_interactivelightmix.jpg,0
Wooden Brontosaurus,Zlatovous,"Wooden Brontosaurus Model specification Famous wooden 3D model of brontosaurus, widely used as decoration or kids toy. With interesting shape and unusual execution, this figure can be widely seen on shelves or tables to give the environment little prehistorical feel. ------ Key features: - made with orientation to the realistic feel for architectural visualisation - properly scaled model with original size - 9,0 x 42,0 x 34,5 (cm - width, length, height) - made from separate pieces, easy to animate - high polygonal version with high resolution textures for close-up shots (2048 x 2048 texture) as well as ambient shots (1024 x 1024) - pack contain studio lighting setup for instant renders as you can see on preview images. Hit render and go! (requires VRay) - key framed animation of turntable - you can render whatever side you like just by sliding a button - model exported into various object formats - polygon count: 47 580 (with TurboSmooth, iterations 2 - 761 616) - vertex count: 23 890 (with TurboSmooth, iterations 2 - 380 908 ------ .RAR contains: - textures - diffuse, specular, bump - textures in these sizes - 2048 x 2048 and 1024 x 1024 - textures in following formats: .psd, .tga, .jpg, .dds, .tiff - object in following formats: .3ds, .max, .obj, .fbx",TRUE,$16.98,04-Aug-12,https://www.turbosquid.com/3d-models/wooden-brontosaurus-3d-model/686125,https://p.turbosquid.com/ts-thumb/iz/I7LNld/97eAAAk2/brontosaurus_render_thumbnail/jpg/1344069601/600x600/fit_q87/999f337531ef310b588d584eecebdb4b2d9d9a81/brontosaurus_render_thumbnail.jpg,0
Thylacosmilus Skull (Game Resolution),the_Georgeous,Higly dateiled AAA game resolution model with unwrapped UVs and full set of PBR maps. Maps (all 4096 x 4096 .TGA) include: - Diffuse - Normal - Specular - Glossiness Perfect for close-up shots. Fits into any game engine,TRUE,$17,25-Feb-16,https://www.turbosquid.com/3d-models/resolution-3d-model/1009912,https://p.turbosquid.com/ts-thumb/Ss/nvqGUB/TzS7yS0o/screenshot001/jpg/1456393215/600x600/fit_q87/fcd2320d220e251ab195e16d3fb6cbeae48f83ea/screenshot001.jpg,0
Wooden Skeleton,Korcan,Wood textured skull. Can be changed as you please.,TRUE,$10,19-Apr-16,https://www.turbosquid.com/3d-models/skull-3d-obj/1028710,https://p.turbosquid.com/ts-thumb/QN/p4ALwr/R6mf2jsm/1/jpg/1461077862/600x600/fit_q87/2a1c62e8cd787a8f58b4f621eedd2ce36348f50d/1.jpg,0
Wooden T-Rex,William Riker,"T-Rex Laser Cut T-Rex Model toy In 3dsMax 2009, 2dsMax 5, FBX, OBJ and 3ds format wood texture included",TRUE,$16,09-Oct-09,https://www.turbosquid.com/3d-models/3d-model-t-rex-laser-cut/492172,https://p.turbosquid.com/ts-thumb/p2/mhec5L/shuKpEwR/trex05/jpg/1255108117/600x600/fit_q87/fb665a60f51fea7881c04de29bdd45f078f68f64/trex05.jpg,0
Rigged Trex skull,coolnidz,dinosaurus dinosaur tyrranosaurus t rex skull skulls skeleton head bone t-rex,TRUE,$4.99,04-Jan-22,https://www.turbosquid.com/3d-models/rigged-trex-skull-3d-model-1835533,https://p.turbosquid.com/ts-thumb/4O/BDaULz/6d/0/jpg/1641293934/600x600/fit_q87/4a537df6be444578ac9a18450227dc3a6bcbcd2a/0.jpg,0
"Low poly t-rex base mesh, dinosaur",samuelabyan,Low poly t-rex model. 1660 tris. Without textures. Ready to rig and use in games.,TRUE,$9,22-Jun-15,https://www.turbosquid.com/3d-models/3d-model-t-rex-ready-games/937731,https://p.turbosquid.com/ts-thumb/lX/l3rFck/o7hp1VAd/1/jpg/1434958796/600x600/fit_q87/b1bf74bafc7c1a4ac7f8f86d3e3e958c6a7db150/1.jpg,0
Puzzle Trex,Ruminator3D,Model of a timber Puzzle T-Rex,TRUE,$3,13-Sep-13,https://www.turbosquid.com/3d-models/puzzle-3d-max/767293,https://p.turbosquid.com/ts-thumb/UT/ERmGMC/nXoVyexD/trex11of1/jpg/1379459113/600x600/fit_q87/19df1338e42400c46d1ed5033bea7920bb42b8dd/trex11of1.jpg,0
T-rex with Skeleton,jcuervo,"Highly detailed, anatomically correct T-rex with matching high resolution fitted skeleton. Tyrannosaurus, meaning ""tyrant lizard"" was a genus of theropod dinosaur. The species Tyrannosaurus rex (""rex"" meaning ""king"" in Latin), commonly abbreviated to T. rex, is a fixture in popular culture. It lived throughout what is now western North America, with a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the last three million years of the Cretaceous Period, approximately 68 to 65 million years ago. It was among the last non-avian dinosaurs to exist prior to the Cretaceous–Tertiary extinction event. Quad SubD base mesh construction ready for rigging. Faces: 107,193 Verts: 99,859",TRUE,$279,27-Dec-09,https://www.turbosquid.com/3d-models/t-rex-skeleton-dinosaur-rex-3d-model/506157,https://p.turbosquid.com/ts-thumb/Di/qLQvxC/puXjq1Xo/trex1/jpg/1261880349/600x600/fit_q87/36141501a7980a0f3e462e47e9a3b97c470f713c/trex1.jpg,0
Crocodile Skeleton,3D Horse,Updated February 2022 High detailed 3d model of crocodile skeleton. 2 versions for 3ds Max included: V-Ray and standard materials. Previews were rendered with V-Ray. For more details please download larger previews.,TRUE,$49,21-Jan-13,https://www.turbosquid.com/3d-models/crocodile-skeleton-3d-max/719121,https://p.turbosquid.com/ts-thumb/mx/pv7Yhx/G47NxwT6/1/jpg/1386961861/600x600/fit_q87/a4fa967c3f4b216a036682a79b11b2f5a1f9b5e3/1.jpg,0
Deinotherium skull model,Small_Tree_Studio,3d model of deinotherium skull Polycount: Total: 19 524 faces Tris total: 39 048 Points: 19 528 Skull is in real scale. Dimentions: 150 x 139 x 109 cm Maya scene units are centimeters Textures according PBR metallic/roughness: base color metallic roughness normal (DirectX) ambient occlusion displacement map 32bit in .exr format height map 16bit Texture’s resolution is 4096 pixels Pixel dencity is 20 px/cm Skull is unwrapped in 2(two) UDIMs Files include: maya scene 3ds max scene obj fbx marmoset scene textures’ archive Pictures are rendered in Arnold. 360 turnaround is rendered in Marmoset.,TRUE,$95,18-Sep-22,https://www.turbosquid.com/3d-models/deinotherium-skull-model-3d-1960445,https://p.turbosquid.com/ts-thumb/rF/JPVQZH/a5/search_image_/png/1663506629/600x600/fit_q87/55182b1a9435247a6092900fc5c7a84ff70d0e53/search_image_.jpg,0
Tortoise Turtle Skeleton,3D Horse,Updated February 2022 High detailed tortoise skeleton 3d model. High resolution UV unwrapped shell texture (7000 x 7000 px for both diffuse and bump). Two separate versions of shell included: 1- Complete shell. 2- Cross-section shell shows the skeleton clearly. Previews were rendered with V-Ray.,TRUE,$49,21-Dec-17,https://www.turbosquid.com/3d-models/tortoise-skeleton-3d-1235752,https://p.turbosquid.com/ts-thumb/3t/nA7jUJ/0W4jwbvj/turtleskeleton0000/jpg/1513914312/600x600/fit_q87/b2ac1681eb96d07040dceacf5d2c0b3296190ea2/turtleskeleton0000.jpg,0
Dragon skeleton,coolnidz,dragon dinosaur skeleton skull bones bone,TRUE,$24.99,26-Apr-22,https://www.turbosquid.com/3d-models/3d-dragon-skeleton-1888789,https://p.turbosquid.com/ts-thumb/27/u80Pji/NP/0/jpg/1650992606/600x600/fit_q87/3b8f1deb34ff2fd9f2313dad555db83801e64961/0.jpg,0
Crocodile Skull Scan,YimitRG,"This is a High resolution scan of a Crocodile Skull. 4K textures. You can retopologize it or use it like this. Very realistic as you see Hope you like it! Also check out my other models, just click on my user name to see complete gallery. YimitRG",TRUE,$9,02-Sep-14,https://www.turbosquid.com/3d-models/scan-crocodile-skull-3d-max/846674,https://p.turbosquid.com/ts-thumb/3g/ktZ8T5/VgC0thRZ/01a/jpg/1409679844/600x600/fit_q87/9ae1c022a623572a4f5a52bdb9252fb9018d795f/01a.jpg,0
wood T-Rex Skeleton model,teqqen,Model wood skeleton of a T-Rex just like you had as a kid. Comes as an assembled model as well as individual parts.,TRUE,$7,03-Jul-13,https://www.turbosquid.com/3d-models/3ds-max-wood-skeleton-t-rex/751513,https://p.turbosquid.com/ts-thumb/rC/r72DjD/mlci2YOa/trexskeleton1/jpg/1372883880/600x600/fit_q87/64be76b08902c1606e22146451ef0ea9aca3e430/trexskeleton1.jpg,0
Green Iguana Skull 01 RAW SCAN,Tornado Studio,"This Green Iguana (Iguana Iguana) Skull 01 RAW SCAN is a high end, photorealistic 3D model, that will help you to add realism to your project. There is no post-production used on any of the renders you see. The RAW Scan was optimized and rendered within Zbrush. Features: -This model is accurately sized to match the real object. -Optimised topology is used for maximum polygon efficiency. -No extra plugins are required for this model. -Lights and cameras are not included in the scenes. Technical Specifications: -Model is included in 1 file format. -OBJ -Model consists of 2000000 Faces and 999998 Vertices. -Model consists of tris only. -Units in all formats: #centimeters -All Textures are PNG format with the following resolutions: - 16384 x 16384 px Additional Notes: This model was created for 5 hours form our scanning 3D team to ensure you get the best quality model and save precious production time. Are you looking to purchase more than one of our products? If so, we might be able to create a collection of products with a discount just for you! Please contact us through the support for any inquiries.",TRUE,$49,30-Jun-20,https://www.turbosquid.com/3d-models/green-iguana-skull-01-3d-model-1584035,https://p.turbosquid.com/ts-thumb/uv/51jFCF/uVdxFA79/green_iguana_iguana_iguana_skull_01_square_01/jpg/1593525492/600x600/fit_q87/40dc42edcb7e4a726b67c914900122e298bd34d6/green_iguana_iguana_iguana_skull_01_square_01.jpg,0
Ankylosaurus Skull 3D print model,hasanoztrk,"This is a life size 3d digital model skull of Ankylosaurus. OBJ, ZTL, PLY, FBX and STL files. jaw is seperated. Ankylosaurus[nb 1] is a genus of armored dinosaur. Its fossils have been found in geological formations dating to the very end of the Cretaceous Period, about 68–66 million years ago, in western North America, making it among the last of the non-avian dinosaurs. It was named by Barnum Brown in 1908; it is monotypic, containing only A. magniventris. The generic name means fused or bent lizard, and the specific name means great belly. A handful of specimens have been excavated to date, but a complete skeleton has not been discovered. Though other members of Ankylosauria are represented by more extensive fossil material, Ankylosaurus is often considered the archetypal member of its group, despite having some unusual features. Possibly the largest-known ankylosaurid, Ankylosaurus is estimated to have been between 6 and 8 meters (20 and 26 ft) long and to have weighed between 4.8 and 8 metric tons (5.3 and 8.8 short tons). It was quadrupedal, with a broad, robust body. It had a wide, low skull, with two horns pointing backward from the back of the head, and two horns below these that pointed backward and down. Unlike other ankylosaurs, its nostrils faced sideways rather than towards the front. The front part of the jaws was covered in a beak, with rows of small, leaf-shaped teeth farther behind it. It was covered in armor plates, or osteoderms, with bony half-rings covering the neck, and had a large club on the end of its tail. Bones in the skull and other parts of the body were fused, increasing their strength, and this feature is the source of the genus name. SHOW MORE +",TRUE,$25,08-Dec-23,https://www.turbosquid.com/3d-models/3d-ankylosaurus-skull-3d-print-model-model-2162599,https://p.turbosquid.com/ts-thumb/CU/PQjnAa/8D/333/png/1702064735/600x600/fit_q87/3f5e335636c4c89147b79ec1771bba0f2c755ab8/333.jpg,0
Brachiosaurus Skull 3D Print,hasanoztrk,"This is a life size 3d digital model skull of a Brachiosaurus. OBJ, ZTL, PLY, FBX and STL files. jaw is seperated. Brachiosaurus (/?bræki?'s??r?s/) is a genus of sauropod dinosaur that lived in North America during the Late Jurassic, about 154–150 million years ago.[1] It was first described by American paleontologist Elmer S. Riggs in 1903 from fossils found in the Colorado River valley in western Colorado, United States. Riggs named the dinosaur Brachiosaurus altithorax; the generic name is Greek for arm lizard, in reference to its proportionately long arms, and the specific name means deep chest. Brachiosaurus is estimated to have been between 18 and 22 meters (59 and 72 ft) long; body mass estimates of the subadult holotype specimen range from 28.3 to 46.9 metric tons (31.2 and 51.7 short tons). It had a disproportionately long neck, small skull, and large overall size, all of which are typical for sauropods. Atypically, Brachiosaurus had longer forelimbs than hindlimbs, which resulted in a steeply inclined trunk, and a proportionally shorter tail.",TRUE,$25,08-Dec-23,https://www.turbosquid.com/3d-models/brachiosaurus-skull-3d-print-model-model-2162553,https://p.turbosquid.com/ts-thumb/AN/2rw8ex/Uu/222/png/1702057469/600x600/fit_q87/7eaeeff20fb356c3271f8e08fe05f77ea1fa2174/222.jpg,0
